iso3,year,gdp
CHL,1997,85741415285
CHL,1998,81990010704
CHL,1999,75578685736
CHL,2000,78339750722
CHL,2001,71574739561
CHL,2002,70264045939
CHL,2003,76492579644
CHL,2004,99075985773
CHL,2005,122294000000
CHL,2006,153844000000
CHL,2007,172491000000
CHL,2008,179895000000
CHL,2009,171778000000
CHL,2010,217051000000
CHL,2011,251383000000
CHL,2012,267025000000
CHL,2013,277395000000
CHL,2014,259561000000
CHL,2015,242450000000
CHL,2016,249345000000
CHL,2017,276154000000
CHL,2018,295858000000
CHL,2019,278285000000
CHL,2020,254042000000
CHN,1990,360858000000
CHN,1991,383373000000
CHN,1992,426916000000
CHN,1993,444731000000
CHN,1994,564322000000
CHN,1995,734485000000
CHN,1996,863749000000
CHN,1997,961602000000
CHN,1998,1029060000000
CHN,1999,1094000000000
CHN,2000,1211330000000
CHN,2001,1339400000000
CHN,2002,1470560000000
CHN,2003,1660280000000
CHN,2004,1955350000000
CHN,2005,2285960000000
CHN,2006,2752120000000
CHN,2007,3550330000000
CHN,2008,4594340000000
CHN,2009,5101690000000
CHN,2010,6087190000000
CHN,2011,7551550000000
CHN,2012,8532190000000
CHN,2013,9570470000000
CHN,2014,10475600000000
CHN,2015,11061600000000
CHN,2016,11233300000000
CHN,2017,12310500000000
CHN,2018,13894900000000
CHN,2019,14280000000000
CHN,2020,14687700000000
COL,1990,47844090710
COL,1991,49637993949
COL,1992,58394443378
COL,1993,66474101301
COL,1994,81705497617
COL,1995,92495970511
COL,1996,97153389011
COL,1997,106656000000
COL,1998,98486358581
COL,1999,86278947637
COL,2000,99875074951
COL,2001,98200641203
COL,2002,97945812803
COL,2003,94644969157
COL,2004,117092000000
COL,2005,145601000000
COL,2006,161793000000
COL,2007,206230000000
COL,2008,242504000000
COL,2009,232469000000
COL,2010,286499000000
COL,2011,334966000000
COL,2012,370691000000
COL,2013,382094000000
COL,2014,381241000000
COL,2015,293492000000
COL,2016,282720000000
COL,2017,311867000000
COL,2018,334198000000
COL,2019,323032000000
COL,2020,270348000000
COM,1990,429622177.7
COM,1991,424108769.5
COM,1992,457388651.5
COM,1993,452881475.1
COM,1994,319189184.3
COM,1995,398461797
COM,1996,396053805.9
COM,1997,364445600.5
COM,1998,370106745.9
COM,1999,382454989.9
COM,2000,351136579.6
COM,2001,378512024.1
COM,2002,425964681
COM,2003,546885222.7
COM,2004,633706110.8
COM,2005,653845169.2
COM,2006,698431793.9
COM,2007,795673152.9
COM,2008,915659108
COM,2009,905341172.7
COM,2010,907978730.9
COM,2011,1023086274
COM,2012,1015843491
COM,2013,1116224107
COM,2014,1149587661
COM,2015,966029600.9
COM,2016,1012835493
COM,2017,1077439757
COM,2018,1188797449
COM,2019,1195019532
COM,2020,1225039197
COD,1992,8850000000
COD,1993,10768000000
COD,1994,5820475672
COD,1995,5643416613
COD,1996,5771456952
COD,1997,6090838693
COD,1998,6217805821
COD,1999,4711259427
COD,2000,19088046306
COD,2001,7438189100
COD,2002,8728038525
COD,2003,8937567060
COD,2004,10297483481
COD,2005,11964484466
COD,2006,14451901696
COD,2007,16737071816
COD,2008,19788515590
COD,2009,18648372553
COD,2010,21565721045
COD,2011,25839749199
COD,2012,29306235285
COD,2013,32679745048
COD,2014,35909040926
COD,2015,37917706497
COD,2016,37134801555
COD,2017,38019264795
COD,2018,47568210010
COD,2019,51775829877
COD,2020,48716961860
COG,1990,2798746050
COG,1991,2724853506
COG,1992,2933222703
COG,1993,2684323623
COG,1994,1769365438
COG,1995,2116003868
COG,1996,2540697539
COG,1997,2322719103
COG,1998,1949481379
COG,1999,2354772960
COG,2000,3227927698
COG,2001,2796704604
COG,2002,3034250924
COG,2003,3503723088
COG,2004,4656974940
COG,2005,6650001680
COG,2006,8072305029
COG,2007,8782703437
COG,2008,11649857673
COG,2009,9723299915
COG,2010,13148396212
COG,2011,15655383577
COG,2012,17692911296
COG,2013,17958720699
COG,2014,17919321083
COG,2015,12434793868
COG,2016,10931328150
COG,2017,11834473048
COG,2018,14773900278
COG,2019,13976637329
COG,2020,11468688141
CRI,1990,5711687787
CRI,1991,7196276092
CRI,1992,8564041916
CRI,1993,9582868487
CRI,1994,10486787008
CRI,1995,11578594260
CRI,1996,11678424507
CRI,1997,12614602382
CRI,1998,13684255947
CRI,1999,14254866281
CRI,2000,15013629659
CRI,2001,15976174337
CRI,2002,16578820687
CRI,2003,17271760507
CRI,2004,18610594846
CRI,2005,20040642477
CRI,2006,22715540325
CRI,2007,26884700345
CRI,2008,30801744882
CRI,2009,30745714313
CRI,2010,37658614804
CRI,2011,42762613700
CRI,2012,47231655431
CRI,2013,50949668841
CRI,2014,52016408952
CRI,2015,56441920821
CRI,2016,58847019610
CRI,2017,60516044657
CRI,2018,62420164992
CRI,2019,64417670521
CRI,2020,62395610760
CIV,1990,10795850583
CIV,1991,10492628581
CIV,1992,11152971274
CIV,1993,11045760288
CIV,1994,8313557510
CIV,1995,11000146267
CIV,1996,18071152831
CIV,1997,18047558038
CIV,1998,19619654756
CIV,1999,18870992456
CIV,2000,16577533892
CIV,2001,16810537044
CIV,2002,18054383321
CIV,2003,21251754340
CIV,2004,23510575681
CIV,2005,24036918703
CIV,2006,25281413263
CIV,2007,28760090953
CIV,2008,34078240293
CIV,2009,33886813250
CIV,2010,34936307980
CIV,2011,36693710801
CIV,2012,36302302877
CIV,2013,42760235485
CIV,2014,48843005614
CIV,2015,45815005169
CIV,2016,48407761037
CIV,2017,52512343997
CIV,2018,58522477787
CIV,2019,60382894697
CIV,2020,63027852805
HRV,1990,25650213159
HRV,1991,18760386775
HRV,1992,10621169291
HRV,1993,11259647874
HRV,1994,15062911617
HRV,1995,22778296981
HRV,1996,24147533317
HRV,1997,24172615137
HRV,1998,25885224249
HRV,1999,23770693687
HRV,2000,22128414549
HRV,2001,23062561237
HRV,2002,26757989561
HRV,2003,35256066456
HRV,2004,41855195585
HRV,2005,45025679590
HRV,2006,49601653625
HRV,2007,59320099745
HRV,2008,68526332324
HRV,2009,62093280554
HRV,2010,58836405999
HRV,2011,62772620899
HRV,2012,57411354938
HRV,2013,59589170668
HRV,2014,59489433515
HRV,2015,51011170112
HRV,2016,52740059263
HRV,2017,56322449844
HRV,2018,61861145806
HRV,2019,61867157679
HRV,2020,58221300898
CUB,1990,28645436569
CUB,1991,24316556026
CUB,1992,22085858243
CUB,1993,22367254865
CUB,1994,28448326757
CUB,1995,30429803651
CUB,1996,25017368700
CUB,1997,25365908100
CUB,1998,25736331200
CUB,1999,28364615200
CUB,2000,30565400000
CUB,2001,31682400000
CUB,2002,33590500000
CUB,2003,35901200000
CUB,2004,38203000000
CUB,2005,42643836100
CUB,2006,48835925926
CUB,2007,54262870370
CUB,2008,56302129630
CUB,2009,57481481481
CUB,2010,59562962963
CUB,2011,68990000000
CUB,2012,73141000000
CUB,2013,77148000000
CUB,2014,80656100000
CUB,2015,87132800000
CUB,2016,91370407864
CUB,2017,96850649692
CUB,2018,100050000000
CUB,2019,103428000000
CUB,2020,107352000000
CUW,2011,2930092235
CUW,2012,3012836257
CUW,2013,3033568603
CUW,2014,3059406983
CUW,2015,3058779218
CUW,2016,3024690168
CUW,2017,3033433240
CUW,2018,3046364804
CUW,2019,3026124134
CUW,2020,2534327598
CYP,1990,5591130218
CYP,1991,5770197348
CYP,1992,6912150456
CYP,1993,6590291048
CYP,1994,7425703929
CYP,1995,9933133247
CYP,1996,10011918444
CYP,1997,9547818700
CYP,1998,10248617647
CYP,1999,10497908306
CYP,2000,9985844486
CYP,2001,10397897086
CYP,2002,11420227885
CYP,2003,14547325028
CYP,2004,17320552500
CYP,2005,18433411267
CYP,2006,20072786351
CYP,2007,23968764030
CYP,2008,27844698989
CYP,2009,26048249357
CYP,2010,25799940416
CYP,2011,27641551807
CYP,2012,25047433100
CYP,2013,23959708956
CYP,2014,23225912185
CYP,2015,19909269064
CYP,2016,21046452116
CYP,2017,22946583375
CYP,2018,25597301191
CYP,2019,25947020102
CYP,2020,25227189745
CZE,1990,40728950705
CZE,1991,29859921159
CZE,1992,34805013230
CZE,1993,40866748705
CZE,1994,47850203856
CZE,1995,60147174077
CZE,1996,67387788633
CZE,1997,62180159376
CZE,1998,66807429711
CZE,1999,65173130995
CZE,2000,61828166496
CZE,2001,67808032980
CZE,2002,82196001051
CZE,2003,100090000000
CZE,2004,119814000000
CZE,2005,137143000000
CZE,2006,156264000000
CZE,2007,190184000000
CZE,2008,236816000000
CZE,2009,207434000000
CZE,2010,209070000000
CZE,2011,229563000000
CZE,2012,208858000000
CZE,2013,211686000000
CZE,2014,209359000000
CZE,2015,188033000000
CZE,2016,196272000000
CZE,2017,218629000000
CZE,2018,249001000000
CZE,2019,252548000000
CZE,2020,245975000000
DNK,1990,138247000000
DNK,1991,139225000000
DNK,1992,152916000000
DNK,1993,143196000000
DNK,1994,156162000000
DNK,1995,185007000000
DNK,1996,187632000000
DNK,1997,173538000000
DNK,1998,176992000000
DNK,1999,177965000000
DNK,2000,164159000000
DNK,2001,164791000000
DNK,2002,178635000000
DNK,2003,218096000000
DNK,2004,251373000000
DNK,2005,264467000000
DNK,2006,282885000000
DNK,2007,319423000000
DNK,2008,353361000000
DNK,2009,321241000000
DNK,2010,321995000000
DNK,2011,344003000000
DNK,2012,327149000000
DNK,2013,343584000000
DNK,2014,352994000000
DNK,2015,302673000000
DNK,2016,313116000000
DNK,2017,332121000000
DNK,2018,356841000000
DNK,2019,346499000000
DNK,2020,354763000000
DJI,1990,452328087.3
DJI,1991,462421998.5
DJI,1992,478058304.9
DJI,1993,466048469.2
DJI,1994,491689220.7
DJI,1995,497723960.6
DJI,1996,494004647.7
DJI,1997,502675542
DJI,1998,514267869.3
DJI,1999,536080148.1
DJI,2000,551230861.9
DJI,2001,572417440.8
DJI,2002,591122039.6
DJI,2003,622044665.5
DJI,2004,666072101.8
DJI,2005,708633194.7
DJI,2006,768873684
DJI,2007,847918929.1
DJI,2008,999105339.3
DJI,2009,1049110685
DJI,2010,1128611700
DJI,2011,1239144502
DJI,2012,1353632942
DJI,2013,2042817163
DJI,2014,2214679081
DJI,2015,2424391785
DJI,2016,2604955229
DJI,2017,2762581334
DJI,2018,2913466732
DJI,2019,3088853639
DJI,2020,3185150981
DMA,1990,201429629.6
DMA,1991,219762963
DMA,1992,234059259.3
DMA,1993,245525925.9
DMA,1994,264374074.1
DMA,1995,274522222.2
DMA,1996,292285185.2
DMA,1997,302988888.9
DMA,1998,322411111.1
DMA,1999,331759259.3
DMA,2000,333470370.4
DMA,2001,340203703.7
DMA,2002,333196296.3
DMA,2003,343311111.1
DMA,2004,367200000
DMA,2005,364255555.6
DMA,2006,390251851.9
DMA,2007,421374074.1
DMA,2008,458188888.9
DMA,2009,489074074.1
DMA,2010,493825925.9
DMA,2011,501025925.9
DMA,2012,485996296.3
DMA,2013,498296296.3
DMA,2014,520429629.6
DMA,2015,540737037
DMA,2016,576229629.6
DMA,2017,521551851.9
DMA,2018,554770370.4
DMA,2019,611537037
DMA,2020,504214814.8
DOM,1990,7073675545
DOM,1991,9824483340
DOM,1992,11605382504
DOM,1993,13081042400
DOM,1994,14644734599
DOM,1995,16637370839
DOM,1996,18241622548
DOM,1997,20017450041
DOM,1998,21672215547
DOM,1999,22136579397
DOM,2000,24305780629
DOM,2001,25601823688
DOM,2002,27137440786
DOM,2003,21403167848
DOM,2004,22322387382
DOM,2005,35777560684
DOM,2006,37879830084
DOM,2007,43965458509
DOM,2008,48122601530
DOM,2009,48261078914
DOM,2010,53860187258
DOM,2011,58029773599
DOM,2012,60681535653
DOM,2013,62682159338
DOM,2014,67179955677
DOM,2015,71164826837
DOM,2016,75704647878
DOM,2017,79998046306
DOM,2018,85555390139
DOM,2019,88941372558
DOM,2020,78844656298
ECU,1990,15239272612
ECU,1991,16988535268
ECU,1992,18094238119
ECU,1993,18938717359
ECU,1994,22708673337
ECU,1995,24432884442
ECU,1996,25226393197
ECU,1997,28162053027
ECU,1998,27981896948
ECU,1999,19645272636
ECU,2000,17539454727
ECU,2001,23127055000
ECU,2002,27054197000
ECU,2003,30965208000
ECU,2004,35194947000
ECU,2005,40278849000
ECU,2006,45690762000
ECU,2007,49848725000
ECU,2008,61139438000
ECU,2009,60094978000
ECU,2010,68151329000
ECU,2011,78986648000
ECU,2012,87735048000
ECU,2013,96570334000
ECU,2014,102718000000
ECU,2015,97209558000
ECU,2016,97671433000
ECU,2017,104467000000
ECU,2018,107479000000
ECU,2019,107596000000
ECU,2020,95865472000
EGY,1990,42978914311
EGY,1991,37387836491
EGY,1992,41855986519
EGY,1993,46578631453
EGY,1994,51897983393
EGY,1995,60159245060
EGY,1996,67629716981
EGY,1997,78436578171
EGY,1998,84828807556
EGY,1999,90710704807
EGY,2000,99838543960
EGY,2001,96684636119
EGY,2002,85146067416
EGY,2003,80288461538
EGY,2004,78782467532
EGY,2005,89600665557
EGY,2006,107426000000
EGY,2007,130438000000
EGY,2008,162818000000
EGY,2009,189147000000
EGY,2010,218984000000
EGY,2011,235990000000
EGY,2012,279117000000
EGY,2013,288434000000
EGY,2014,305595000000
EGY,2015,329367000000
EGY,2016,332442000000
EGY,2017,248363000000
EGY,2018,262589000000
EGY,2019,318679000000
EGY,2020,383818000000
SLV,1990,4817542204
SLV,1991,5252342400
SLV,1992,5813399300
SLV,1993,6680269200
SLV,1994,7679384000
SLV,1995,8921947100
SLV,1996,9586327800
SLV,1997,10221705900
SLV,1998,10936669900
SLV,1999,11284197000
SLV,2000,11784927700
SLV,2001,12282533600
SLV,2002,12664190300
SLV,2003,13243892200
SLV,2004,13724810900
SLV,2005,14698000000
SLV,2006,15999890000
SLV,2007,17011750000
SLV,2008,17986890000
SLV,2009,17601620000
SLV,2010,18447920000
SLV,2011,20283780000
SLV,2012,21386150000
SLV,2013,21990960000
SLV,2014,22593470000
SLV,2015,23438240000
SLV,2016,24191430000
SLV,2017,24979190000
SLV,2018,26020850000
SLV,2019,26881140000
SLV,2020,24921190000
GNQ,1990,112119411.5
GNQ,1991,110906028.5
GNQ,1992,134707183.8
GNQ,1993,136047906.2
GNQ,1994,100807002.5
GNQ,1995,141853360.9
GNQ,1996,232463022.8
GNQ,1997,442337870.7
GNQ,1998,370687634.4
GNQ,1999,621117885.7
GNQ,2000,1045998496
GNQ,2001,1461139022
GNQ,2002,1806742742
GNQ,2003,2484745935
GNQ,2004,4410764339
GNQ,2005,8217369093
GNQ,2006,10086528699
GNQ,2007,13071718759
GNQ,2008,19749893536
GNQ,2009,15027795173
GNQ,2010,16314443436
GNQ,2011,21357343669
GNQ,2012,22388344144
GNQ,2013,21948834284
GNQ,2014,21765453082
GNQ,2015,13185496881
GNQ,2016,11240808848
GNQ,2017,12200913879
GNQ,2018,13097012134
GNQ,2019,11364133550
GNQ,2020,9893816008
ERI,1992,477101651.6
ERI,1993,467872714.8
ERI,1994,531688311.7
ERI,1995,578015625
ERI,1996,693535954.2
ERI,1997,686490090.1
ERI,1998,745523116.9
ERI,1999,688918537.1
ERI,2000,706370815.6
ERI,2001,752371688.7
ERI,2002,729321680.2
ERI,2003,870248267.6
ERI,2004,1109054005
ERI,2005,1098424686
ERI,2006,1211161880
ERI,2007,1317974491
ERI,2008,1380188800
ERI,2009,1856695551
ERI,2010,1589515447
ERI,2011,2065001626
EST,1993,4013091682
EST,1994,4123011420
EST,1995,4502970889
EST,1996,4786018988
EST,1997,5154420649
EST,1998,5674080543
EST,1999,5756912266
EST,2000,5686579748
EST,2001,6254649539
EST,2002,7367975888
EST,2003,9874013098
EST,2004,12145911801
EST,2005,14106790200
EST,2006,17022870405
EST,2007,22449129483
EST,2008,24341678629
EST,2009,19633031398
EST,2010,19523477326
EST,2011,23213994093
EST,2012,23019150071
EST,2013,25115753366
EST,2014,26634083965
EST,2015,22890762090
EST,2016,24072829277
EST,2017,26924385103
EST,2018,30624720196
EST,2019,31290453294
EST,2020,31330419851
SWZ,1990,1114694041
SWZ,1991,1156135718
SWZ,1992,1284759928
SWZ,1993,1357189552
SWZ,1994,1419294254
SWZ,1995,1698989464
SWZ,1996,1602741834
SWZ,1997,1716714070
SWZ,1998,1576908856
SWZ,1999,1547888496
SWZ,2000,1738093840
SWZ,2001,1542477309
SWZ,2002,1432221739
SWZ,2003,2197598466
SWZ,2004,2770082792
SWZ,2005,3178112499
SWZ,2006,3291330019
SWZ,2007,3469381231
SWZ,2008,3294084314
SWZ,2009,3580428053
SWZ,2010,4438765086
SWZ,2011,4820478680
SWZ,2012,4886551484
SWZ,2013,4597552982
SWZ,2014,4422986272
SWZ,2015,4063245671
SWZ,2016,3816019193
SWZ,2017,4402969226
SWZ,2018,4666598024
SWZ,2019,4495267266
SWZ,2020,3982236694
ETH,1990,12478943895
ETH,1991,13799799324
ETH,1992,10754799037
ETH,1993,9051043870
ETH,1994,7100806754
ETH,1995,7855205207
ETH,1996,8761215548
ETH,1997,8803539988
ETH,1998,8013274132
ETH,1999,7892973532
ETH,2000,8242349618
ETH,2001,8231326016
ETH,2002,7850809498
ETH,2003,8623691300
ETH,2004,10131187261
ETH,2005,12401139454
ETH,2006,15280861835
ETH,2007,19707616773
ETH,2008,27066912635
ETH,2009,32437389116
ETH,2010,29933790334
ETH,2011,31952763089
ETH,2012,43310721414
ETH,2013,47648276605
ETH,2014,55612228234
ETH,2015,64589328551
ETH,2016,74296745208
ETH,2017,81770886826
ETH,2018,84269196626
ETH,2019,95912607722
ETH,2020,107658000000
FRO,1990,960805408.9
FRO,1991,909253214.8
FRO,1992,912670413.3
FRO,1993,760957189.8
FRO,1994,758739178.6
FRO,1995,901404709.8
FRO,1996,989536914.7
FRO,1997,933763083.4
FRO,1998,1104744235
FRO,1999,1127684827
FRO,2000,1067109531
FRO,2001,1160268212
FRO,2002,1275093689
FRO,2003,1501941581
FRO,2004,1724770771
FRO,2005,1759739599
FRO,2006,2017680835
FRO,2007,2339015313
FRO,2008,2489873250
FRO,2009,2296065170
FRO,2010,2331796784
FRO,2011,2505740669
FRO,2012,2427200389
FRO,2013,2690110521
FRO,2014,2914012679
FRO,2015,2573905971
FRO,2016,2813278869
FRO,2017,2980057378
FRO,2018,3188600927
FRO,2019,3266432734
FRO,2020,3262045883
FJI,1990,1337017559
FJI,1991,1383883250
FJI,1992,1532411039
FJI,1993,1636101247
FJI,1994,1825732093
FJI,1995,1970301486
FJI,1996,2128696644
FJI,1997,2090221137
FJI,1998,1653146717
FJI,1999,1936459986
FJI,2000,1678219508
FJI,2001,1652462023
FJI,2002,1833279985
FJI,2003,2300492465
FJI,2004,2708078477
FJI,2005,2980403845
FJI,2006,3076305453
FJI,2007,3378314600
FJI,2008,3523185920
FJI,2009,2870624636
FJI,2010,3140166713
FJI,2011,3779411899
FJI,2012,3972028104
FJI,2013,4189967999
FJI,2014,4857104769
FJI,2015,4682479894
FJI,2016,4930213644
FJI,2017,5353469174
FJI,2018,5581425327
FJI,2019,5444407198
FJI,2020,4432466220
FIN,1990,141438000000
FIN,1991,127774000000
FIN,1992,112533000000
FIN,1993,89214114708
FIN,1994,103300000000
FIN,1995,134190000000
FIN,1996,132129000000
FIN,1997,126912000000
FIN,1998,134039000000
FIN,1999,135264000000
FIN,2000,126020000000
FIN,2001,129533000000
FIN,2002,140404000000
FIN,2003,171652000000
FIN,2004,197479000000
FIN,2005,204885000000
FIN,2006,217089000000
FIN,2007,256378000000
FIN,2008,285716000000
FIN,2009,253498000000
FIN,2010,249424000000
FIN,2011,275604000000
FIN,2012,258290000000
FIN,2013,271362000000
FIN,2014,274863000000
FIN,2015,234534000000
FIN,2016,240771000000
FIN,2017,255648000000
FIN,2018,275708000000
FIN,2019,268515000000
FIN,2020,271886000000
FRA,1990,1269180000000
FRA,1991,1269280000000
FRA,1992,1401470000000
FRA,1993,1322820000000
FRA,1994,1393980000000
FRA,1995,1601090000000
FRA,1996,1605680000000
FRA,1997,1452880000000
FRA,1998,1503110000000
FRA,1999,1493150000000
FRA,2000,1365640000000
FRA,2001,1377660000000
FRA,2002,1501410000000
FRA,2003,1844540000000
FRA,2004,2119630000000
FRA,2005,2196950000000
FRA,2006,2320540000000
FRA,2007,2660590000000
FRA,2008,2930300000000
FRA,2009,2700890000000
FRA,2010,2645190000000
FRA,2011,2865160000000
FRA,2012,2683670000000
FRA,2013,2811880000000
FRA,2014,2855960000000
FRA,2015,2439190000000
FRA,2016,2472960000000
FRA,2017,2595150000000
FRA,2018,2790960000000
FRA,2019,2728870000000
FRA,2020,2647420000000
PYF,1990,3320159522
PYF,1991,3410078968
PYF,1992,3713785765
PYF,1993,3544608548
PYF,1994,3676123788
PYF,1995,4186994249
PYF,1996,4166072830
PYF,1997,3762859093
PYF,1998,3903186593
PYF,1999,3911602004
PYF,2000,3599845480
PYF,2001,3573808556
PYF,2002,3965405553
PYF,2003,4927780607
PYF,2004,5564109982
PYF,2005,5705052135
PYF,2006,5877997980
PYF,2007,6631156406
PYF,2008,7136741422
PYF,2009,6584557974
PYF,2010,6086644799
PYF,2011,6203940037
PYF,2012,5692858099
PYF,2013,6031827123
PYF,2014,6151996561
PYF,2015,5325846362
PYF,2016,5497036477
PYF,2017,5833352693
PYF,2018,6135116253
PYF,2019,6022276196
PYF,2020,5792545871
GAB,1990,5952293765
GAB,1991,5402919785
GAB,1992,5592390827
GAB,1993,4378645081
GAB,1994,4190819344
GAB,1995,4958845648
GAB,1996,5694040003
GAB,1997,5326817115
GAB,1998,4483417310
GAB,1999,4662992036
GAB,2000,5080483629
GAB,2001,5023265413
GAB,2002,5335451100
GAB,2003,6511903365
GAB,2004,7770219008
GAB,2005,9582783991
GAB,2006,10327598306
GAB,2007,12455409587
GAB,2008,15571348344
GAB,2009,12113699068
GAB,2010,14372593020
GAB,2011,18210307744
GAB,2012,17170464016
GAB,2013,17595744798
GAB,2014,18203966896
GAB,2015,14383107763
GAB,2016,14023890265
GAB,2017,14929487485
GAB,2018,16867326390
GAB,2019,16874405460
GAB,2020,15314577168
GMB,1990,317083695.5
GMB,1991,690311080.5
GMB,1992,714254256.1
GMB,1993,755040974.1
GMB,1994,746493951.9
GMB,1995,785999864.8
GMB,1996,848239446.2
GMB,1997,803633342.5
GMB,1998,840285264.6
GMB,1999,814724032.1
GMB,2000,782913871.8
GMB,2001,687410645.1
GMB,2002,578235309.3
GMB,2003,487038685
GMB,2004,961900651.4
GMB,2005,1027701068
GMB,2006,1054112488
GMB,2007,1279703047
GMB,2008,1561766956
GMB,2009,1450142509
GMB,2010,1543294927
GMB,2011,1409693597
GMB,2012,1415004738
GMB,2013,1375609453
GMB,2014,1229461721
GMB,2015,1378176609
GMB,2016,1484578886
GMB,2017,1504909463
GMB,2018,1670671328
GMB,2019,1813609692
GMB,2020,1812170891
GEO,1990,7500000000
GEO,1991,6400000000
GEO,1992,3730000000
GEO,1993,2701301483
GEO,1994,2514070772
GEO,1995,2693768413
GEO,1996,3095047604
GEO,1997,3510520231
GEO,1998,3613497317
GEO,1999,2800025883
GEO,2000,3057475335
GEO,2001,3219462262
GEO,2002,3395766678
GEO,2003,3991377904
GEO,2004,5125365192
GEO,2005,6410912050
GEO,2006,7745250734
GEO,2007,10172931089
GEO,2008,12795145131
GEO,2009,10766920066
GEO,2010,12426907967
GEO,2011,15475290469
GEO,2012,16894392033
GEO,2013,17517660144
GEO,2014,17966015109
GEO,2015,15223796149
GEO,2016,15444548902
GEO,2017,16473125375
GEO,2018,17902544881
GEO,2019,17638337117
GEO,2020,16010869216
DEU,1990,1771670000000
DEU,1991,1868950000000
DEU,1992,2131570000000
DEU,1993,2071320000000
DEU,1994,2205070000000
DEU,1995,2585790000000
DEU,1996,2497240000000
DEU,1997,2211990000000
DEU,1998,2238990000000
DEU,1999,2194950000000
DEU,2000,1947980000000
DEU,2001,1945790000000
DEU,2002,2078480000000
DEU,2003,2501640000000
DEU,2004,2814350000000
DEU,2005,2846860000000
DEU,2006,2994700000000
DEU,2007,3425580000000
DEU,2008,3745260000000
DEU,2009,3411260000000
DEU,2010,3399670000000
DEU,2011,3749310000000
DEU,2012,3527140000000
DEU,2013,3733800000000
DEU,2014,3889090000000
DEU,2015,3357590000000
DEU,2016,3469850000000
DEU,2017,3690850000000
DEU,2018,3974440000000
DEU,2019,3889180000000
DEU,2020,3887730000000
GHA,1990,5889106573
GHA,1991,6603185268
GHA,1992,6416103926
GHA,1993,5968922939
GHA,1994,5446383727
GHA,1995,6464382808
GHA,1996,6932991739
GHA,1997,6891443192
GHA,1998,7482069162
GHA,1999,7718109982
GHA,2000,4982850662
GHA,2001,5314872854
GHA,2002,6166197848
GHA,2003,7632723556
GHA,2004,8881417907
GHA,2005,10744568381
GHA,2006,20885037597
GHA,2007,24827339138
GHA,2008,28679383241
GHA,2009,26048720006
GHA,2010,32197655567
GHA,2011,39336668081
GHA,2012,41271701061
GHA,2013,62824629066
GHA,2014,54783319817
GHA,2015,49406010054
GHA,2016,56164929305
GHA,2017,60405924079
GHA,2018,67298914624
GHA,2019,68337969248
GHA,2020,70043095504
GRC,1990,97891092003
GRC,1991,105143000000
GRC,1992,116225000000
GRC,1993,108809000000
GRC,1994,116602000000
GRC,1995,136878000000
GRC,1996,145862000000
GRC,1997,143158000000
GRC,1998,144428000000
GRC,1999,142589000000
GRC,2000,130458000000
GRC,2001,136309000000
GRC,2002,154564000000
GRC,2003,202370000000
GRC,2004,240964000000
GRC,2005,247875000000
GRC,2006,273547000000
GRC,2007,318903000000
GRC,2008,355909000000
GRC,2009,331309000000
GRC,2010,297125000000
GRC,2011,282996000000
GRC,2012,242029000000
GRC,2013,238908000000
GRC,2014,235458000000
GRC,2015,195684000000
GRC,2016,193148000000
GRC,2017,199844000000
GRC,2018,212049000000
GRC,2019,205253000000
GRC,2020,188480000000
GRL,1990,1018977280
GRL,1991,1016500069
GRL,1992,1037916163
GRL,1993,927214151.8
GRL,1994,1005887539
GRL,1995,1208953287
GRL,1996,1197515569
GRL,1997,1072154434
GRL,1998,1149858070
GRL,1999,1131555107
GRL,2000,1068025016
GRL,2001,1086170704
GRL,2002,1169136716
GRL,2003,1558759823
GRL,2004,1822499769
GRL,2005,1849802648
GRL,2006,2013106930
GRL,2007,2249811296
GRL,2008,2499092314
GRL,2009,2529963903
GRL,2010,2503167187
GRL,2011,2684461375
GRL,2012,2609678486
GRL,2013,2684946990
GRL,2014,2842065708
GRL,2015,2499113023
GRL,2016,2707139544
GRL,2017,2851613679
GRL,2018,3055782146
GRL,2019,2997309972
GRL,2020,3082884653
GRD,1990,278098763
GRD,1991,300757888.9
GRD,1992,310160444.4
GRD,1993,309812185.2
GRD,1994,325111814.8
GRD,1995,342172518.5
GRD,1996,366911444.4
GRD,1997,392190592.6
GRD,1998,445903592.6
GRD,1999,482009370.4
GRD,2000,520044370.4
GRD,2001,520444185.2
GRD,2002,540336925.9
GRD,2003,591018407.4
GRD,2004,599118592.6
GRD,2005,695555555.6
GRD,2006,698700666.7
GRD,2007,758683592.6
GRD,2008,825976037
GRD,2009,771275555.6
GRD,2010,771014814.8
GRD,2011,778655555.6
GRD,2012,799881481.5
GRD,2013,842618518.5
GRD,2014,911496296.3
GRD,2015,997007407.4
GRD,2016,1061640741
GRD,2017,1125685185
GRD,2018,1166514815
GRD,2019,1213485185
GRD,2020,1043411111
GUM,2002,3394000000
GUM,2003,3569000000
GUM,2004,3869000000
GUM,2005,4213000000
GUM,2006,4238000000
GUM,2007,4397000000
GUM,2008,4658000000
GUM,2009,4828000000
GUM,2010,4949000000
GUM,2011,4984000000
GUM,2012,5265000000
GUM,2013,5399000000
GUM,2014,5610000000
GUM,2015,5799000000
GUM,2016,5901000000
GUM,2017,6013000000
GUM,2018,6051000000
GUM,2019,6355000000
GUM,2020,5916000000
GTM,1990,7650196845
GTM,1991,9406135143
GTM,1992,10440781588
